Player,TEAM,AGE,GP,W,L,MIN,FGM,FGA,FGP,ThreePM,ThreePA,ThreePP,FTM,FTA,FTP,OREB,DREB,REB,AST,TOV,STL,BLK,PF,DD2,TD3,PTS,PLUSMINUS
Kevin Garnett,MIN,39,47,20,27,20.3,3,6.5,46.7,0,0.1,14.3,0.8,1,80,1,5.6,6.6,1.6,1,1,0.4,2.3,3,0,6.9,-0.4
Kevin Love,CLE,26,75,50,25,33.8,5.5,12.7,43.4,1.9,5.2,36.7,3.4,4.3,80.4,1.9,7.9,9.7,2.2,1.6,0.7,0.5,1.9,38,0,16.4,5.3
Kevin Martin,MIN,32,39,11,28,33.4,6.8,16,42.7,1.9,4.9,39.3,4.4,4.9,88.1,0.5,3.2,3.6,2.3,1.9,0.8,0,1.9,0,0,20,-6.5
Kevin Seraphin,WAS,25,79,45,34,15.6,2.9,5.7,51.3,0,0,0,0.7,1,70.7,1.1,2.5,3.6,0.7,1.2,0.1,0.7,2.5,1,0,6.6,-2
Khris Middleton,MIL,23,79,40,39,30.1,5.1,11,46.7,1.4,3.4,40.7,1.7,2,85.9,0.6,3.8,4.4,2.3,1.4,1.5,0.1,2.3,1,0,13.4,4
Kirk Hinrich,CHI,34,66,37,29,24.4,2.2,5.8,37.3,0.9,2.5,34.5,0.5,0.8,70,0.3,1.5,1.8,2.2,1.1,0.7,0.2,2.2,0,0,5.7,0.6
Klay Thompson,GSW,25,77,64,13,31.9,7.8,16.9,46.3,3.1,7.1,43.9,2.9,3.3,87.9,0.4,2.9,3.2,2.9,1.9,1.1,0.8,1.6,1,0,21.7,10.1
Kobe Bryant,LAL,36,35,10,25,34.5,7.6,20.4,37.3,1.5,5.3,29.3,5.6,6.9,81.3,0.7,4.9,5.7,5.6,3.7,1.3,0.2,1.9,4,2,22.3,-8.4
Kosta Koufos,MEM,26,81,55,26,16.6,2.2,4.4,50.8,0,0,0,0.7,1,64.7,1.5,3.8,5.3,0.5,0.9,0.4,0.8,1.8,0,0,5.2,1.3
Kostas Papanikolaou,HOU,24,43,29,14,18.5,1.6,4.6,35,0.7,2.5,29.2,0.3,0.4,72.2,0.9,1.8,2.7,2,1.3,0.7,0.3,1.7,0,0,4.2,-0.9
Kris Humphries,WAS,30,64,37,27,21,3.3,7,47.3,0,0.1,0,1.4,1.8,74.4,1.8,4.7,6.5,0.9,0.7,0.5,0.4,2,3,0,8,-1.4
Kyle Anderson,SAS,21,33,22,11,10.9,0.9,2.7,34.8,0.1,0.3,27.3,0.3,0.4,64.3,0.2,2,2.2,0.8,0.3,0.5,0.2,0.8,0,0,2.2,-1.1
Kyle Korver,ATL,34,75,58,17,32.2,3.9,8,48.7,2.9,6,49.2,1.4,1.6,89.8,0.2,3.9,4.1,2.6,1.4,0.7,0.6,1.9,1,0,12.1,8.3
Kyle Lowry,TOR,29,70,43,27,34.5,6.1,14.9,41.2,1.9,5.6,33.8,3.6,4.5,80.8,0.8,3.9,4.7,6.8,2.5,1.6,0.2,3,13,2,17.8,2.9
Kyle O'Quinn,ORL,25,51,15,36,16.2,2.3,4.7,49.2,0.2,0.8,27.9,0.9,1.1,77.2,0.9,3,3.9,1.2,1.1,0.6,0.8,2.2,3,0,5.8,-2.4
Kyle Singler,OKC,27,80,36,44,21.8,2.2,5.6,38.6,1.2,3,39.8,0.5,0.7,76.9,0.4,2,2.4,1.1,0.7,0.6,0.3,1.9,0,0,6,-1.1
Kyrie Irving,CLE,23,75,52,23,36.4,7.7,16.5,46.8,2.1,5,41.5,4.2,4.9,86.3,0.7,2.4,3.2,5.2,2.5,1.5,0.3,1.9,6,0,21.7,5.6
LaMarcus Aldridge,POR,29,71,48,23,35.4,9.3,19.9,46.6,0.5,1.5,35.2,4.3,5.1,84.5,2.5,7.7,10.2,1.7,1.7,0.7,1,1.8,39,0,23.4,4.8
Lance Stephenson,CHA,24,61,23,38,25.8,3.4,9,37.6,0.3,1.7,17.1,1.1,1.8,62.7,0.6,3.9,4.5,3.9,2.1,0.6,0.1,2.2,2,0,8.2,-3.6
Lance Thomas,NYK,27,62,20,42,24,2.9,7.1,41.2,0.1,0.4,31.8,1.2,1.6,72.7,1,2.1,3.1,1.1,1.2,0.6,0.1,1.6,0,0,7.1,-5.6
Landry Fields,TOR,27,26,16,10,8.3,0.8,1.6,48.8,0,0.1,50,0.2,0.2,83.3,0.4,0.6,1,0.6,0.3,0.4,0,0.3,0,0,1.8,-3.1
Langston Galloway,NYK,23,45,12,33,32.4,4.5,11.4,39.9,1.4,3.9,35.2,1.4,1.7,80.8,0.8,3.4,4.2,3.3,1.4,1.2,0.3,2.9,0,0,11.8,-6
Larry Drew,PHI,25,12,4,8,18.3,1.7,4.8,34.5,0.3,2.2,15.4,0.2,0.3,66.7,0.1,1.2,1.3,3.8,2.1,0.5,0,1.1,0,0,3.8,-6.1
Larry Sanders,MIL,26,27,12,15,21.7,3.2,6.4,50,0,0,0,0.9,1.8,50,2.5,3.7,6.1,0.9,1,1,1.4,3.9,0,0,7.3,-3.3
Lavoy Allen,IND,26,63,29,34,17,2.2,4.7,47.2,0,0,0,0.5,0.7,70.2,2,3.2,5.1,1.2,0.6,0.2,0.7,1.6,4,0,5,1.4
LeBron James,CLE,30,69,50,19,36.1,9,18.5,48.8,1.7,4.9,35.4,5.4,7.7,71,0.7,5.3,6,7.4,3.9,1.6,0.7,2,22,2,25.3,7.8
Leandro Barbosa,GSW,32,66,54,12,14.9,2.8,5.8,47.4,0.7,1.7,38.4,0.9,1.1,78.4,0.3,1,1.4,1.5,0.7,0.6,0.1,1.3,0,0,7.1,-0.1
Lester Hudson,LAC,30,5,5,0,11.1,1.2,2.8,42.9,0.6,1.2,50,0.6,0.8,75,0.2,1.4,1.6,1,0.6,1.2,0.2,0.8,0,0,3.6,-1.2
Lorenzo Brown,MIN,24,29,6,23,18.9,1.8,4.2,42.6,0.2,1,21.4,0.4,0.7,63.2,0.5,1.9,2.4,3.1,1,1,0.2,1.7,0,0,4.2,-3.2
Lou Amundson,NYK,32,53,17,36,17.7,2.1,4.8,42.7,0,0,0,0.8,1.6,47.1,1.8,3.3,5.1,1.3,1.2,0.4,1,2.4,3,0,4.9,-2.8
Lou Williams,TOR,28,80,48,32,25.2,4.7,11.6,40.4,1.9,5.6,34,4.3,4.9,86.1,0.3,1.6,1.9,2.1,1.3,1.1,0.1,1.3,0,0,15.5,3.7
Luc Mbah a Moute,PHI,28,67,16,51,28.6,3.7,9.5,39.5,0.9,3,30.7,1.4,2.4,58.9,1.2,3.7,4.9,1.6,1.5,1.2,0.3,1.6,4,0,9.9,-5.4
Lucas Nogueira,TOR,22,6,3,3,3.8,0.3,1.3,25,0,0,0,0.3,0.7,50,0.3,1.5,1.8,0.2,0.3,0.3,0,1,0,0,1,-1.8
Luis Scola,IND,35,81,37,44,20.5,3.7,7.9,46.7,0.1,0.2,25,2,2.8,69.9,1.7,4.8,6.5,1.3,1.2,0.6,0.2,2.4,9,0,9.4,0.5
Luke Babbitt,NOP,26,63,34,29,13.2,1.5,3,47.9,0.9,1.8,51.3,0.2,0.3,68.4,0.2,1.6,1.8,0.4,0.4,0.3,0.2,1,0,0,4.1,-1.6
Luke Ridnour,ORL,34,47,13,34,14.5,1.6,3.7,42.6,0.4,1.3,31.7,0.4,0.4,85.7,0.2,1.3,1.4,2,0.8,0.4,0.1,1.4,0,0,4,-2.7
Luol Deng,MIA,30,72,33,39,33.6,5.1,10.9,46.9,1.1,3.1,35.5,2.7,3.5,76.1,1.4,3.8,5.2,1.9,1.5,0.9,0.3,1.5,5,0,14,-0.1
Malcolm Lee,PHI,25,1,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Malcolm Thomas,PHI,26,17,2,15,11.4,1.1,2.4,45,0,0.4,0,0.5,0.8,69.2,0.9,2.4,3.3,0.4,0.8,0.2,0.1,1,0,0,2.6,-6.4
Manu Ginobili,SAS,37,70,47,23,22.7,3.6,8.4,42.6,1.3,3.7,34.5,2.1,2.9,72.1,0.4,2.6,3,4.2,2.2,1,0.3,2,3,0,10.5,4.5
Marc Gasol,MEM,30,81,55,26,33.2,6.5,13.2,49.4,0,0.2,17.6,4.3,5.4,79.5,1.4,6.4,7.8,3.8,2.2,0.9,1.6,2.6,20,0,17.4,2.8
Marcin Gortat,WAS,31,82,46,36,29.9,5.4,9.5,56.6,0,0,0,1.5,2.1,70.3,2.2,6.5,8.7,1.2,1.2,0.6,1.3,2.3,22,0,12.2,3.1
Marco Belinelli,SAS,29,62,41,21,22.4,3.2,7.6,42.3,1.4,3.7,37.4,1.4,1.6,84.8,0.4,2.1,2.5,1.5,1,0.5,0,1.4,0,0,9.2,0
Marcus Morris,PHX,25,81,39,42,25.2,4.1,9.4,43.4,1.4,3.9,35.8,0.9,1.4,62.8,0.9,3.9,4.8,1.6,0.9,0.8,0.2,2.3,5,0,10.4,-0.7
Marcus Smart,BOS,21,67,35,32,27,2.6,7.1,36.7,1.4,4.1,33.5,1.2,1.9,64.6,0.9,2.4,3.3,3.1,1.3,1.5,0.3,2.6,0,0,7.8,0.9
Marcus Thornton,PHX,28,48,19,29,15,2.9,7.2,40.6,1.1,3,37.8,1,1.2,82.1,0.5,1.3,1.8,0.8,0.6,0.6,0.1,0.8,0,0,7.9,-0.1
Mario Chalmers,MIA,29,80,36,44,29.6,3.3,8.3,40.3,0.9,3.1,29.4,2.6,3.3,77.4,0.3,2.3,2.6,3.8,2.2,1.5,0.1,3.1,4,0,10.2,-1.8
Markel Brown,BKN,23,47,23,24,16.6,1.6,4.5,36.2,0.4,1.4,26.6,1,1.2,82.5,0.3,1.9,2.3,0.8,0.6,0.7,0.3,1.2,1,0,4.6,-0.5
Markieff Morris,PHX,25,82,39,43,31.5,6.2,13.4,46.5,0.7,2.2,31.8,2.2,2.8,76.3,1.3,4.8,6.2,2.3,2.1,1.2,0.5,3,12,0,15.3,1.3
Marreese Speights,GSW,27,76,62,14,15.9,4.2,8.5,49.2,0.1,0.2,27.8,2,2.3,84.3,1.4,2.8,4.3,0.9,1.1,0.3,0.4,2.5,1,0,10.4,2.4
Martell Webster,WAS,28,32,12,20,11,0.8,2.8,26.4,0.3,1.3,23.3,1.5,2,75,0.3,1.1,1.4,0.5,0.7,0.2,0,0.8,0,0,3.3,-4.2
Marvin Williams,CHA,29,78,32,46,26.1,2.7,6.3,42.4,1.2,3.4,35.8,0.8,1.1,71.3,0.7,4.2,4.9,1.3,0.8,0.9,0.5,1.9,1,0,7.4,-2
Mason Plumlee,BKN,25,82,38,44,21.3,3.4,6,57.3,0,0,0,1.9,3.9,49.5,2.1,4.1,6.2,0.9,1.3,0.8,0.8,2.5,12,0,8.7,-2.2
Matt Barnes,LAC,35,76,51,25,29.9,3.6,8.2,44.4,1.8,4.9,36.2,1,1.3,77.9,0.7,3.3,4,1.5,1.1,0.9,0.7,3.2,1,0,10.1,7
Matt Bonner,SAS,35,72,49,23,13,1.3,3.2,40.9,0.6,1.8,36.5,0.4,0.5,81.1,0.4,1.2,1.6,0.7,0.2,0.1,0.2,0.9,0,0,3.7,0.5
Matthew Dellavedova,CLE,24,67,43,24,20.6,1.7,4.6,36.2,1,2.5,40.7,0.4,0.6,76.3,0.6,1.3,1.9,3,0.9,0.4,0,2.3,2,0,4.8,0.6
Maurice Harkless,ORL,22,45,9,36,15,1.4,3.5,39.9,0.2,1.2,17.9,0.5,0.9,53.7,0.8,1.5,2.4,0.6,0.6,0.7,0.2,1.5,0,0,3.5,-2
Meyers Leonard,POR,23,55,32,23,15.4,2.3,4.5,51,0.9,2,42,0.5,0.6,93.8,0.8,3.7,4.5,0.6,0.7,0.2,0.3,2.1,3,0,5.9,0.3
Michael Beasley,MIA,26,24,11,13,21,3.8,8.8,43.4,0.3,1.4,23.5,0.8,1.1,76.9,0.5,3.2,3.7,1.3,1.5,0.6,0.5,2.8,1,0,8.8,0.1
Michael Carter-Williams,MIL,23,66,21,45,32.6,5.5,13.9,39.6,0.5,2.3,23.5,3.1,4.4,69.4,1,4.4,5.3,6.7,3.8,1.7,0.5,2.5,11,3,14.6,-2.5
Michael Kidd-Gilchrist,CHA,21,55,27,28,28.9,4.1,8.8,46.5,0,0,0,2.7,3.9,70.1,2,5.6,7.6,1.4,1.1,0.5,0.7,2.1,12,0,10.9,1.3
Mike Conley,MEM,27,70,47,23,31.8,5.6,12.6,44.6,1.5,4,38.6,3.1,3.6,85.9,0.4,2.6,3,5.4,2.2,1.3,0.2,2,6,0,15.8,3.1
Mike Dunleavy,CHI,34,63,41,22,29.2,3.3,7.6,43.5,1.7,4.2,40.7,1.1,1.4,80.5,0.4,3.5,3.9,1.8,1,0.6,0.3,2,0,0,9.4,3.3
Mike Miller,CLE,35,52,31,21,13.5,0.7,2.2,32.5,0.6,1.9,32.7,0.1,0.1,75,0.1,1.7,1.8,0.9,0.4,0.3,0.1,1.4,0,0,2.1,-1.4
Mike Muscala,ATL,23,40,26,14,12.6,2.1,3.8,55,0.2,0.6,40.9,0.6,0.6,88,1.3,1.7,3,0.6,0.5,0.4,0.5,1.3,1,0,4.9,1.4
Mike Scott,ATL,26,68,52,16,16.5,3,6.7,44.4,1,2.8,34.4,0.9,1.1,79.2,0.7,2.3,2.9,1.1,0.6,0.4,0,1.2,0,0,7.8,0.4
Miles Plumlee,MIL,26,73,34,39,16.4,1.9,3.5,53.5,0,0,0,0.3,0.6,47.8,1.5,2.8,4.4,0.5,0.7,0.6,0.9,1.5,1,0,4,0
Miroslav Raduljica,MIN,27,5,0,5,4.6,0.6,1.6,37.5,0,0,0,0.4,0.4,100,0.4,0.6,1,0,0.4,0.2,0,1.6,0,0,1.6,-0.6
Mirza Teletovic,BKN,29,40,16,24,22.3,3.1,8,38.2,1.6,4.8,32.1,0.8,1.2,71.7,0.7,4.2,4.9,1.2,1.3,0.4,0.4,1.9,1,0,8.5,-0.3
Mitch McGary,OKC,23,32,20,12,15.2,2.8,5.2,53.3,0,0.1,0,0.8,1.3,62.5,1.7,3.5,5.2,0.4,1,0.5,0.5,2.3,3,0,6.3,1.5
Mo Williams,CHA,32,68,20,48,29.1,5,12.6,39.7,1.8,5.1,34.2,2.4,2.8,87.2,0.3,2.2,2.6,6.2,2.5,0.7,0.2,2.4,13,0,14.2,-1.5
Monta Ellis,DAL,29,80,50,30,33.7,7.5,16.9,44.5,1,3.6,28.5,2.9,3.8,75.2,0.4,2,2.4,4.1,2.5,1.9,0.3,2.5,3,0,18.9,2.7
Nate Robinson,LAC,31,42,22,20,14.1,2.1,6.1,34.5,0.7,2.7,27.7,0.7,1.1,67.4,0.4,0.8,1.2,2.3,0.7,0.5,0.1,1.8,0,0,5.7,-3
Nate Wolters,NOP,24,21,14,7,11.7,1,2.7,35.1,0,0.3,0,0.1,0.3,33.3,0.4,1.2,1.6,1,0.6,0.4,0.1,0.9,0,0,2,-0.6
Nazr Mohammed,CHI,37,23,13,10,5.6,0.6,1.3,43.3,0,0,0,0,0.1,33.3,0.5,1.2,1.7,0.1,0.3,0.2,0.2,0.7,0,0,1.2,0.4
Nene,WAS,32,67,37,30,25.3,4.6,9,51.1,0,0.1,20,1.8,3,60.4,1.3,3.9,5.1,1.8,1.9,1,0.3,2.7,2,0,11,2.5
Nerlens Noel,PHI,21,75,18,57,30.8,4,8.7,46.2,0,0,0,1.9,3.1,60.9,2.5,5.7,8.1,1.7,1.9,1.8,1.9,2.8,18,0,9.9,-5.7
Nick Calathes,MEM,26,58,36,22,14.4,1.8,4.3,42.1,0.2,0.7,25.6,0.4,0.8,53.3,0.3,1.5,1.8,2.5,1.1,1.1,0.1,1.7,0,0,4.2,1.5
Nick Collison,OKC,34,66,38,28,16.7,1.6,3.8,41.9,0.2,0.9,26.7,0.7,1,69.2,1.4,2.4,3.8,1.4,0.7,0.5,0.4,2.4,0,0,4.1,1.3
Nick Johnson,HOU,22,28,18,10,9.4,0.9,2.7,34.7,0.2,0.8,23.8,0.6,0.9,68,0.5,0.9,1.4,0.4,0.7,0.3,0.1,1.2,0,0,2.6,-1.7
Nick Young,LAL,30,42,12,30,23.8,4.1,11.3,36.6,2,5.4,36.9,3.1,3.5,89.2,0.4,1.9,2.3,1,1,0.5,0.3,2,0,0,13.4,-1.6
Nicolas Batum,POR,26,71,43,28,33.5,3.4,8.5,40,1.4,4.4,32.4,1.2,1.4,85.7,0.9,5,5.9,4.8,1.9,1.1,0.6,1.5,5,0,9.4,3
Nik Stauskas,SAC,21,73,26,47,15.4,1.5,4.1,36.5,0.7,2,32.2,0.8,0.9,85.9,0.2,1.1,1.2,0.9,0.5,0.3,0.2,1.3,0,0,4.4,-1.8
Nikola Mirotic,CHI,24,82,50,32,20.2,3.1,7.6,40.5,1.2,3.8,31.6,2.8,3.5,80.3,0.8,4.2,4.9,1.2,1.1,0.7,0.7,2.1,8,0,10.2,2.1
Nikola Pekovic,MIN,29,31,9,22,26.3,4.5,10.6,42.4,0,0,0,3.5,4.2,83.7,2.9,4.7,7.5,0.9,1.4,0.6,0.4,1.9,11,0,12.5,-1.9
Nikola Vucevic,ORL,24,74,21,53,34.2,8.5,16.3,52.3,0,0.1,33.3,2.2,2.9,75.2,3.2,7.7,10.9,2,2,0.7,0.7,3,45,0,19.3,-4.1
Noah Vonleh,CHA,19,25,8,17,10.3,1.2,3,39.5,0.2,0.5,38.5,0.7,1,69.2,1.1,2.3,3.4,0.2,0.4,0.2,0.4,0.8,1,0,3.3,-2.7
Norris Cole,NOP,26,75,37,38,24.4,3.1,7.4,41.2,0.7,2.3,31.3,0.8,1.1,71.6,0.2,1.9,2.1,3.4,1.3,0.8,0.2,1.7,0,0,7.6,-2.4
O.J. Mayo,MIL,27,71,39,32,23.9,4.2,9.9,42.2,1.4,3.9,35.7,1.6,2,82.7,0.4,2.2,2.6,2.8,1.8,0.8,0.3,2.3,0,0,11.4,-0.9
Ognjen Kuzmic,GSW,25,16,13,3,4.5,0.5,0.8,66.7,0,0,0,0.3,0.3,100,0.4,0.6,1.1,0.4,0.3,0.1,0.1,0.8,0,0,1.3,-2.4
Omer Asik,NOP,28,76,43,33,26.1,2.8,5.4,51.7,0,0,0,1.7,3,58.2,3.2,6.6,9.8,0.9,1.3,0.4,0.7,1.9,13,0,7.3,0.3
Omri Casspi,SAC,27,67,23,44,21.1,3.1,6.4,48.9,0.5,1.3,40.2,2.1,2.9,73.3,0.8,3.1,3.9,1.5,1.3,0.5,0.1,1.6,1,0,8.9,-2.7
Otto Porter,WAS,22,74,41,33,19.4,2.4,5.3,45,0.5,1.4,33.7,0.8,1.1,73.4,0.9,2,3,0.9,0.7,0.6,0.4,1.3,0,0,6,-0.5
PJ Hairston,CHA,22,45,19,26,15.3,1.9,6,32.3,1.1,3.6,30.1,0.7,0.8,86.1,0.5,1.6,2,0.5,0.5,0.5,0.3,1.4,1,0,5.6,-2.3
PJ Tucker,PHX,30,78,36,42,30.6,3.3,7.6,43.8,1.1,3.2,34.5,1.3,1.8,72.7,1.5,5,6.4,1.6,1.2,1.4,0.3,2.3,4,0,9.1,-0.6
Pablo Prigioni,HOU,38,67,25,42,17.9,1.4,3.4,39.9,0.9,2.5,34.3,0.5,0.6,85.4,0.4,1.3,1.8,2.6,0.9,1.2,0,1.3,0,0,4.1,-0.9
Patrick Beverley,HOU,26,56,35,21,30.8,3.6,9.5,38.3,2.1,5.8,35.6,0.8,1.1,75,1.2,3,4.2,3.4,1.5,1.1,0.4,3.3,2,0,10.1,1.3
Patrick Christopher,UTA,27,4,2,2,7.2,0.8,3,25,0,1,0,0,0,0,0.5,1,1.5,0,0.3,0.3,0,1.5,0,0,1.5,-4.5
Patrick Patterson,TOR,26,81,49,32,26.6,3,6.6,44.9,1.3,3.5,37.1,0.8,1,78.8,1.6,3.8,5.3,1.9,0.7,0.7,0.5,1.8,3,0,8,3.1
Patty Mills,SAS,26,51,37,14,15.7,2.5,6.6,38.1,1.2,3.6,34.1,0.6,0.8,82.5,0.4,1.1,1.5,1.7,0.7,0.5,0,1.1,0,0,6.9,3.1
Pau Gasol,CHI,34,78,48,30,34.4,7.3,14.8,49.4,0.2,0.3,46.2,3.8,4.7,80.3,2.8,9,11.8,2.7,2,0.3,1.9,1.9,54,0,18.5,2.4
Paul George,IND,25,6,5,1,15.2,3,8.2,36.7,1.5,3.7,40.9,1.3,1.8,72.7,0.7,3,3.7,1,2,0.8,0.2,1.8,0,0,8.8,2.5
Paul Millsap,ATL,30,73,55,18,32.7,6.1,12.7,47.6,1.1,3,35.6,3.5,4.6,75.7,1.9,5.9,7.8,3.1,2.3,1.8,0.9,2.8,15,0,16.7,5.6
Paul Pierce,WAS,37,73,40,33,26.2,4,9,44.7,1.6,4.2,38.9,2.2,2.9,78.1,0.6,3.4,4,2,1.3,0.6,0.3,2.2,2,0,11.9,2.2
Pero Antic,ATL,32,63,46,17,16.5,1.7,4.7,36.5,0.8,2.7,30.1,1.4,2,71.5,0.9,2.1,3,0.8,0.8,0.3,0.2,2.1,0,0,5.7,2.5
Perry Jones,OKC,23,43,23,20,14.7,1.7,4.3,39.7,0.3,1.4,23.3,0.6,0.9,64.9,0.1,1.6,1.8,0.4,0.6,0.4,0.2,1.2,0,0,4.3,-3.1
Phil Pressey,BOS,24,50,22,28,12,1.3,3.5,36.8,0.3,1.3,24.6,0.7,1,67.3,0.3,1.3,1.6,2.3,0.8,0.6,0.1,1.1,1,0,3.5,0
Quincy Acy,NYK,24,68,12,56,18.9,2.2,4.9,45.9,0.3,0.9,30,1.1,1.4,78.4,1.2,3.3,4.4,1,0.9,0.4,0.3,2.2,1,0,5.9,-3.1
Quincy Miller,DET,22,10,2,8,12,0.9,3.8,23.7,0.3,1.8,16.7,0.8,1.1,72.7,0.4,1.6,2,0.8,0.5,0.7,0.5,0.9,0,0,2.9,4.1
Quincy Pondexter,NOP,27,75,48,27,23.9,2.5,6,42.1,1.2,3.3,37.3,0.9,1.3,74,0.7,1.9,2.6,1.3,0.7,0.3,0.3,2,0,0,7.2,0.2
Rajon Rondo,DAL,29,68,34,34,29.7,4,9.5,42.6,0.4,1.3,31.4,0.5,1.1,39.7,1.1,4.4,5.5,7.9,3.1,1.3,0.1,2.3,15,3,8.9,-0.8
Ramon Sessions,WAS,29,64,26,38,18.6,2,5.2,37.4,0.3,0.9,31.7,2.1,2.7,76.9,0.4,1.9,2.3,2.8,1.3,0.5,0,1.1,0,0,6.3,-2.5
Randy Foye,DEN,31,50,15,35,21.7,3,8,36.8,1.9,5.3,35.7,0.9,1.1,81.8,0.2,1.5,1.7,2.4,1.2,0.7,0.2,1.9,0,0,8.7,-2.1
Rasual Butler,WAS,36,75,39,36,20.1,2.9,6.9,42.2,1.2,3.1,38.7,0.7,0.9,79.1,0.4,2.3,2.6,0.8,0.6,0.4,0.3,1.3,0,0,7.7,-0.7
Ray McCallum,SAC,24,68,22,46,21.1,3,6.9,43.8,0.5,1.6,30.6,0.8,1.2,67.9,0.8,1.9,2.6,2.8,1.3,0.7,0.2,1.4,0,0,7.4,-3.5
Raymond Felton,DAL,31,29,14,15,9.7,1.5,3.7,40.6,0.3,1.2,29.4,0.4,0.5,80,0.1,0.8,0.9,1.4,0.6,0.4,0.1,0.6,0,0,3.7,-0.7
Reggie Bullock,PHX,24,36,19,17,9.4,0.7,1.9,34.3,0.4,1.3,32.6,0.2,0.3,66.7,0,1.4,1.4,0.2,0.2,0.3,0.1,0.5,0,0,1.9,-0.2
Reggie Evans,SAC,35,47,16,31,16.3,1.2,2.9,42.3,0,0,0,1.3,2.1,61.9,2.1,4.3,6.4,0.7,1,0.5,0.1,1.9,2,0,3.7,-0.9
Reggie Jackson,DET,25,77,37,40,29.5,5.6,12.9,43.4,0.9,3.1,29.9,2.4,2.8,83,0.7,3.5,4.2,6,2.4,0.8,0.1,2.2,15,2,14.5,1.5
Reggie Williams,SAS,28,20,15,5,5.3,0.8,2,38.5,0.2,1,15.8,0.2,0.2,100,0.3,0.6,0.9,0.5,0.1,0.1,0,0.6,0,0,1.9,-1.8
Richard Jefferson,DAL,35,74,46,28,16.8,1.9,4.4,44.4,0.9,2.1,42.6,1.1,1.5,68.4,0.3,2.1,2.5,0.8,0.7,0.4,0.1,1.6,2,0,5.8,0.2
Ricky Ledo,NYK,22,17,4,13,14.4,1.9,5.6,33.3,0.6,1.6,37,0.9,1.3,72.7,0.9,1.2,2.1,1.1,1.5,0.4,0.1,1.2,0,0,5.3,-3.1
Ricky Rubio,MIN,24,22,7,15,31.5,3.5,10,35.6,0.6,2.3,25.5,2.6,3.2,80.3,0.9,4.8,5.7,8.8,2.9,1.7,0,2.7,7,1,10.3,-0.5
Robbie Hummel,MIN,26,45,5,40,16.5,1.8,3.8,45.9,0.4,1.1,31.4,0.5,0.6,82.8,0.7,2.3,3,0.6,0.4,0.4,0.2,1.9,2,0,4.4,-3.3
Robert Covington,PHI,24,70,18,52,27.9,4.3,10.8,39.6,2.4,6.4,37.4,2.5,3.1,82,0.9,3.6,4.5,1.5,1.8,1.4,0.4,2.7,1,0,13.5,-2.1
Robert Sacre,LAL,26,67,19,48,16.9,1.9,4.6,41.2,0,0,0,0.8,1.2,67.1,1.3,2.1,3.5,0.8,0.5,0.4,0.6,1.8,0,0,4.6,-1
Robin Lopez,POR,27,59,38,21,27.8,4,7.4,53.5,0,0,0,1.7,2.2,77.2,3.2,3.5,6.7,0.9,1.2,0.3,1.4,2.1,6,0,9.6,2.5
Rodney Hood,UTA,22,50,27,23,21.3,3.1,7.5,41.4,1.2,3.4,36.5,1.2,1.6,76.3,0.2,2.2,2.3,1.7,0.9,0.6,0.2,2.4,0,0,8.7,1.2
Rodney Stuckey,IND,29,71,34,37,26.4,4.7,10.6,44,0.8,2,39,2.5,3,81.9,0.5,3,3.5,3.1,1.7,0.8,0.1,1.8,2,0,12.6,-0.3
Ronnie Price,LAL,32,43,13,30,22.8,1.8,5.2,34.5,0.7,2.5,28.4,0.8,1,80,0.4,1.2,1.6,3.8,1.2,1.6,0.1,2.7,0,0,5.1,-1.7
Ronny Turiaf,MIN,32,2,0,2,9.7,0,0,0,0,0,0,0,0,0,0,0.5,0.5,1,0,0,0,0,0,0,0,-4
Roy Hibbert,IND,28,76,34,42,25.3,4.2,9.3,44.6,0,0,0,2.2,2.7,82.4,2.1,5.1,7.1,1.1,1.4,0.2,1.6,2.8,18,0,10.6,-0.8
Rudy Gay,SAC,28,68,25,43,35.4,7.5,16.4,45.5,1.2,3.2,35.9,5,5.8,85.8,1.4,4.4,5.9,3.7,2.7,1,0.6,2.3,2,0,21.1,-1.5
Rudy Gobert,UTA,23,82,38,44,26.3,3.1,5.2,60.4,0,0,0,2.1,3.3,62.3,3.2,6.2,9.5,1.3,1.4,0.8,2.3,2.1,25,0,8.4,0.1
Russ Smith,MEM,24,12,7,5,5.4,0.7,2.1,32,0.2,0.9,18.2,1,1.1,92.3,0.1,0.4,0.5,0.7,1,0.3,0,1.1,0,0,2.5,1.8
Russell Westbrook,OKC,26,67,40,27,34.4,9.4,22,42.6,1.3,4.3,29.9,8.1,9.8,83.5,1.9,5.4,7.3,8.6,4.4,2.1,0.2,2.7,31,11,28.1,3.7
Ryan Anderson,NOP,27,61,33,28,27.5,4.8,12,39.9,2,5.9,34,2.1,2.5,85.4,1.8,3.1,4.8,0.9,1,0.5,0.3,1.9,3,0,13.7,-0.3
Ryan Hollins,SAC,30,46,13,33,9.6,1.2,1.8,64.6,0,0,0,0.7,1.2,57.4,0.8,1.5,2.2,0.3,0.5,0.1,0.4,1.4,0,0,3,-1.2
Ryan Kelly,LAL,24,52,11,41,23.7,2,5.9,33.7,0.9,2.6,33.6,1.5,1.8,83.2,0.3,2.6,2.8,1.8,0.7,0.6,0.5,2.3,0,0,6.4,-2.8
